ArrayTaskID PMRA PMDEC PX
0 -6.289141915900411 -0.10727628380194143 2.9383333333333335
1 -6.289141915900411 -0.10727628380194143 2.992777777777778
2 -6.289141915900411 -0.10727628380194143 3.0472222222222225
3 -6.289141915900411 -0.10727628380194143 3.1016666666666666
4 -6.289141915900411 -0.10727628380194143 3.156111111111111
5 -6.289141915900411 0.04769244363540229 2.9383333333333335
6 -6.289141915900411 0.04769244363540229 2.992777777777778
7 -6.289141915900411 0.04769244363540229 3.0472222222222225
8 -6.289141915900411 0.04769244363540229 3.1016666666666666
9 -6.289141915900411 0.04769244363540229 3.156111111111111
10 -6.289141915900411 0.202661171072746 2.9383333333333335
11 -6.289141915900411 0.202661171072746 2.992777777777778
12 -6.289141915900411 0.202661171072746 3.0472222222222225
13 -6.289141915900411 0.202661171072746 3.1016666666666666
14 -6.289141915900411 0.202661171072746 3.156111111111111
15 -6.289141915900411 0.35762989851008975 2.9383333333333335
16 -6.289141915900411 0.35762989851008975 2.992777777777778
17 -6.289141915900411 0.35762989851008975 3.0472222222222225
18 -6.289141915900411 0.35762989851008975 3.1016666666666666
19 -6.289141915900411 0.35762989851008975 3.156111111111111
20 -6.289141915900411 0.5125986259474334 2.9383333333333335
21 -6.289141915900411 0.5125986259474334 2.992777777777778
22 -6.289141915900411 0.5125986259474334 3.0472222222222225
23 -6.289141915900411 0.5125986259474334 3.1016666666666666
24 -6.289141915900411 0.5125986259474334 3.156111111111111
25 -6.226527196322799 -0.10727628380194143 2.9383333333333335
26 -6.226527196322799 -0.10727628380194143 2.992777777777778
27 -6.226527196322799 -0.10727628380194143 3.0472222222222225
28 -6.226527196322799 -0.10727628380194143 3.1016666666666666
29 -6.226527196322799 -0.10727628380194143 3.156111111111111
30 -6.226527196322799 0.04769244363540229 2.9383333333333335
31 -6.226527196322799 0.04769244363540229 2.992777777777778
32 -6.226527196322799 0.04769244363540229 3.0472222222222225
33 -6.226527196322799 0.04769244363540229 3.1016666666666666
34 -6.226527196322799 0.04769244363540229 3.156111111111111
35 -6.226527196322799 0.202661171072746 2.9383333333333335
36 -6.226527196322799 0.202661171072746 2.992777777777778
37 -6.226527196322799 0.202661171072746 3.0472222222222225
38 -6.226527196322799 0.202661171072746 3.1016666666666666
39 -6.226527196322799 0.202661171072746 3.156111111111111
40 -6.226527196322799 0.35762989851008975 2.9383333333333335
41 -6.226527196322799 0.35762989851008975 2.992777777777778
42 -6.226527196322799 0.35762989851008975 3.0472222222222225
43 -6.226527196322799 0.35762989851008975 3.1016666666666666
44 -6.226527196322799 0.35762989851008975 3.156111111111111
45 -6.226527196322799 0.5125986259474334 2.9383333333333335
46 -6.226527196322799 0.5125986259474334 2.992777777777778
47 -6.226527196322799 0.5125986259474334 3.0472222222222225
48 -6.226527196322799 0.5125986259474334 3.1016666666666666
49 -6.226527196322799 0.5125986259474334 3.156111111111111
50 -6.226527196322799 0.6675673533847771 2.9383333333333335
51 -6.226527196322799 0.6675673533847771 2.992777777777778
52 -6.226527196322799 0.6675673533847771 3.0472222222222225
53 -6.226527196322799 0.6675673533847771 3.1016666666666666
54 -6.226527196322799 0.6675673533847771 3.156111111111111
55 -6.226527196322799 0.8225360808221209 2.9383333333333335
56 -6.226527196322799 0.8225360808221209 2.992777777777778
57 -6.226527196322799 0.8225360808221209 3.0472222222222225
58 -6.226527196322799 0.8225360808221209 3.1016666666666666
59 -6.226527196322799 0.8225360808221209 3.156111111111111
60 -6.226527196322799 0.9775048082594646 2.9383333333333335
61 -6.226527196322799 0.9775048082594646 2.992777777777778
62 -6.226527196322799 0.9775048082594646 3.0472222222222225
63 -6.226527196322799 0.9775048082594646 3.1016666666666666
64 -6.226527196322799 0.9775048082594646 3.156111111111111
65 -6.163912476745185 -0.10727628380194143 2.9383333333333335
66 -6.163912476745185 -0.10727628380194143 2.992777777777778
67 -6.163912476745185 -0.10727628380194143 3.0472222222222225
68 -6.163912476745185 -0.10727628380194143 3.1016666666666666
69 -6.163912476745185 -0.10727628380194143 3.156111111111111
70 -6.163912476745185 0.04769244363540229 2.9383333333333335
71 -6.163912476745185 0.04769244363540229 2.992777777777778
72 -6.163912476745185 0.04769244363540229 3.0472222222222225
73 -6.163912476745185 0.04769244363540229 3.1016666666666666
74 -6.163912476745185 0.04769244363540229 3.156111111111111
75 -6.163912476745185 0.202661171072746 2.9383333333333335
76 -6.163912476745185 0.202661171072746 2.992777777777778
77 -6.163912476745185 0.202661171072746 3.0472222222222225
78 -6.163912476745185 0.202661171072746 3.1016666666666666
79 -6.163912476745185 0.202661171072746 3.156111111111111
80 -6.163912476745185 0.35762989851008975 2.9383333333333335
81 -6.163912476745185 0.35762989851008975 2.992777777777778
